qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,ana_rank,data,hora_1,sex,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,muni_biggest_prob,politician_helped,edu_contas_rank,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,info_welfare,source_cred1,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,treat_quest,years_edu,race,religion,income,relative_wellbeing,pesq,hora_2,ana,accounts,acc_rejected,control,good_ana,good_accounts,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,acc_goodsurprise,acc_badsurprise,acc_nosurprise,list1,list2,carlos,flier,area1,area2,turnout,vote_choice,list_exp_vote,decision_factors,top3_1,top3_2,top3_3,govt_eval,pol_effort,pol_honesty,good_schools1,good_schools2,good_schools3,acc_rejected_posterior,ana_posterior,acc_backlash,ideb_heard,ideb_heard_from1,ideb_heard_from2,ideb_heard_from3,ideb_goal_met,received_flier,heard_others_flier,flier_openended1,flier_openended2,flier_openended3,vote_vig,uncertain_edu_eval,uncertain_acc_eval,uncertain_edu_open,uncertain_acc_open,edu_eval,acc_eval,vote_buying_list,vote_list,vig_treatment,valid_vote,vote_party,vote,vote_winner,vote_vig_strict,info_most_important,info_import,attrited,acc_correct,ana_correct,acc_anysurprise,competitiveness
24,Abreu e Lima,2600054,260005405000044,(3) Educação,0,APROVADO COM RESSALVA,6,1109,1340,Mulher,65,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,1,Igualmente importantes,6,3,Ruim,6,Regular,4,0,0,0,5,1,1,1,7,1,4,3,2,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,1,Seguro(a),16,Seguro(a),Não,0,Preta,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,1,1350,1,0,0,0,1,0,1,0,0,0,0,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8245357040629051
25,Abreu e Lima,2600054,260005405000045,(3) Educação,0,APROVADO COM RESSALVA,6,1109,900,Homem,69,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,0,Igualmente importantes,7,3,Regular,7,Bom,4,0,0,0,1,1,2,7,7,4,3,3,3,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,1,Inseguro(a),7,Seguro(a),Não,5,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,1,914,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8245357040629051
26,Abreu e Lima,2600054,260005405000045,(2) Gestão Financeira,0,APROVADO COM RESSALVA,6,1109,922,Homem,33,Pouco interessado(a),1,1,0,Sim,Marina Silva,1,Segurança/violência/criminalidade,1,Igualmente importantes,7,3,Regular,5,Regular,7,0,0,1,5,2,2,1,7,7,3,3,3,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,1,Seguro(a),57,Seguro(a),Não,9,Branca,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,1,935,0,1,0,0,1,0,0,0,0,0,0,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8245357040629051
27,Abreu e Lima,2600054,260005405000045,(1) Controle,0,APROVADO COM RESSALVA,6,1109,1e3,Homem,26,Pouco interessado(a),1,0,0,Sim,Aécio Neves,0,Saúde/hospitais/postos de saúde,0,A administração das contas do município,1,3,Regular,6,Regular,4,0,1,1,6,2,1,4,6,7,3,2,2,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,1,Seguro(a),13,Muito inseguro(a),Não,10,Parda,Evangélica Pentecostal,"De R$ 880,01 até R$ 1.320,00",Igual,1,1015,0,0,0,1,1,0,0,0,1,0,0,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8245357040629051
28,Abreu e Lima,2600054,260005405000045,(2) Gestão Financeira,0,APROVADO COM RESSALVA,6,1109,1020,Mulher,40,Muito interessado(a),1,1,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,A administração das escolas municipais,7,4,Regular,7,Ruim,7,0,0,1,5,4,2,7,7,7,3,4,2,Se ele se envolveu em corrupção,Um debate entre os candidatos,1,Seguro(a),5,Seguro(a),Não,6,Preta,Protestante Tradicional ou Evangélica não Pentecostal,"De R$ 880,01 até R$ 1.320,00",Pior,1,1035,0,1,0,0,0,0,1,1,0,1,0,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8245357040629051
29,Abreu e Lima,2600054,260005405000045,(1) Controle,0,APROVADO COM RESSALVA,6,1109,1040,Homem,40,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,7,4,Ruim,7,Regular,7,0,0,1,5,3,2,1,4,7,3,1,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,1,Seguro(a),5,Seguro(a),Não,1,Parda,Evangélica Pentecostal,"De R$ 880,01 até R$ 1.320,00",Igual,1,1053,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8245357040629051
30,Abreu e Lima,2600054,260005405000045,(1) Controle,0,APROVADO COM RESSALVA,6,1109,1059,Mulher,27,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,A administração das contas do município,1,3,Regular,7,Regular,7,0,0,0,5,3,2,2,7,7,4,1,4,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),5,Seguro(a),Não,11,Branca,Católica,"Até R$ 440,00",Igual,1,1110,0,0,0,1,0,1,1,0,1,1,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8245357040629051
31,Abreu e Lima,2600054,260005405000045,(3) Educação,0,APROVADO COM RESSALVA,6,1109,1113,Homem,20,Pouco interessado(a),0,1,0,Não,Dilma Rousseff,1,Educação/escolas/creches,0,A administração das escolas municipais,7,4,Ruim,7,Ruim,7,0,0,0,5,2,2,5,7,7,1,1,2,Se ele consegue trazer benefícios e serviços para a população,Um político local,1,Seguro(a),5,Seguro(a),Não,11,Branca,Testemunha de Jeová,"De R$ 440,01 até R$ 880,00",Pior,1,1130,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8245357040629051
32,Abreu e Lima,2600054,260005405000045,(2) Gestão Financeira,0,APROVADO COM RESSALVA,6,1109,940,Mulher,38,Nada interessado(a),1,0,1,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,0,Igualmente importantes,1,4,Ruim,7,Ruim,7,0,0,0,5,2,2,1,7,7,2,3,2,Se ele foi acusado de cometer algum crime,Um debate entre os candidatos,1,Seguro(a),5,Seguro(a),Não,8,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,1,955,0,1,0,0,0,0,1,0,0,0,0,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8245357040629051
33,Abreu e Lima,2600054,260005405000111,(3) Educação,0,APROVADO COM RESSALVA,6,1109,1515,Homem,47,Muito interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,A administração das contas do município,7,4,Ruim,7,Regular,7,0,0,1,4,3,3,1,6,6,3,3,2,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),17,Seguro(a),Não,8,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,1,1525,1,0,0,0,1,1,0,0,1,1,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8245357040629051
34,Abreu e Lima,2600054,260005405000111,(2) Gestão Financeira,0,APROVADO COM RESSALVA,6,1109,1530,Mulher,27,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,7,3,Regular,7,Regular,7,0,0,1,5,4,3,2,4,3,3,3,2,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),33,Seguro(a),Não,11,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,1,1540,0,1,0,0,1,1,1,0,0,1,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8245357040629051
35,Abreu e Lima,2600054,260005405000111,(3) Educação,0,APROVADO COM RESSALVA,6,1109,1545,Mulher,42,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,7,4,Ruim,7,Regular,7,0,0,1,4,4,4,4,7,7,3,3,2,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,0,Seguro(a),13,Seguro(a),Não,12,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,1,1400,1,0,0,0,1,1,1,0,0,0,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8245357040629051
36,Abreu e Lima,2600054,260005405000111,(2) Gestão Financeira,0,APROVADO COM RESSALVA,6,1109,1605,Mulher,40,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,1,Igualmente importantes,7,3,Regular,6,Regular,7,0,0,1,7,1,2,1,6,3,3,3,2,Se ele se envolveu em corrupção,Uma pessoa influente da sua comunidade,0,Seguro(a),13,Seguro(a),Não,8,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,1,1615,0,1,0,0,1,1,1,0,0,1,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8245357040629051
37,Abreu e Lima,2600054,260005405000111,(2) Gestão Financeira,0,APROVADO COM RESSALVA,6,1109,1618,Homem,35,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,7,3,Regular,6,Regular,6,0,0,0,4,5,5,2,7,7,4,1,4,Se ele se envolveu em corrupção,Um político local,0,Seguro(a),13,Seguro(a),Não,11,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,1,1630,0,1,0,0,1,1,0,0,0,1,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8245357040629051
38,Abreu e Lima,2600054,260005405000111,(1) Controle,0,APROVADO COM RESSALVA,6,1109,1635,Homem,58,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,Igualmente importantes,1,4,Ruim,1,Regular,6,0,0,0,1,1,1,1,3,3,4,3,2,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,0,Seguro(a),13,Seguro(a),Não,0,Preta,Católica,"De R$ 440,01 até R$ 880,00",Pior,1,1645,0,0,0,1,1,1,0,0,0,0,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8245357040629051
39,Abreu e Lima,2600054,260005405000111,(1) Controle,0,APROVADO COM RESSALVA,6,1109,1415,Homem,40,Pouco interessado(a),1,0,1,Sim,Anulou o voto / votou em branco,0,Segurança/violência/criminalidade,0,Igualmente importantes,1,3,Ruim,7,Regular,1,0,0,1,4,5,5,2,3,2,3,4,4,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),13,Seguro(a),Não,10,Branca,Evangélica Pentecostal,"De R$ 880,01 até R$ 1.320,00",Pior,1,1431,0,0,0,1,1,1,0,0,0,0,0,8,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8245357040629051
40,Abreu e Lima,2600054,260005405000111,(3) Educação,0,APROVADO COM RESSALVA,6,1109,1500,Mulher,28,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,7,4,Ruim,7,Regular,7,0,0,1,7,2,5,1,5,4,3,3,1,Se ele se envolveu em corrupção,Uma pessoa fazendo uma pesquisa,1,Seguro(a),13,Seguro(a),Não,11,Preta,Católica,"De R$ 880,01 até R$ 1.320,00",Pior,1,1510,1,0,0,0,1,0,1,0,0,1,0,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8245357040629051
41,Agrestina,2600302,260030205000003,(1) Controle,0,APROVADO COM RESSALVA,40,809,917,Mulher,52,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,0,Igualmente importantes,7,1,Ótimo,7,Ótimo,7,0,0,0,5,3,2,6,7,6,1,1,3,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Muito seguro(a),149,Inseguro(a),Não,4,Parda,Católica,"De R$ 440,01 até R$ 880,00",Melhor,2,928,0,0,0,1,1,1,1,0,0,0,0,4,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,1,1,1,Benefícios pessoais para mim ou a minha família,Conversas com amigos ou familiares,Conhecer pessoalmente algum candidato,Os partidos ou coligações dos candidatos,5,5,4,Ser escola de tempo integral,Ter bom desempenho em avaliações nacionais,Ter acesso a Internet,0,137,Não,Não,NA,NA,NA,Não,1,Sim,NA,NA,NA,0,4,1,Investimento na educação,Tem uma boa administração,5,4,0,1,1,1,PMDB,1,1,0,0,0,0,1,87,0,0.9750699733125041
42,Agrestina,2600302,260030205000003,(1) Controle,0,APROVADO COM RESSALVA,40,809,934,Mulher,57,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,A administração das contas do município,5,2,Regular,4,Regular,7,0,0,0,5,4,3,4,5,6,1,1,4,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,0,Seguro(a),100,Seguro(a),Não,3,Branca,Católica,"De R$ 440,01 até R$ 880,00",Igual,2,941,0,0,0,1,1,1,1,0,1,0,0,5,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,contas do município,escolas municipais,1,1,2,Benefícios para a comunidade,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre o atual prefeito,Os partidos ou coligações dos candidatos,4,5,4,Ter acesso a Internet,Ter professores bem pagos,Ter professores bem formados,0,85,Não,Sim,Familiar,NA,NA,Sim,1,Sim,Sobre a importância das informações para a população,NA,NA,1,3,1,NS/NR,Investe em obras na cidade,3,4,1,0,0,1,PMDB,1,1,1,0,1,0,1,139,0,0.9750699733125041
43,Agrestina,2600302,260030205000003,(3) Educação,0,APROVADO COM RESSALVA,40,809,946,Homem,41,Pouco interessado(a),1,0,1,Não,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,A administração das escolas municipais,5,3,Regular,4,Regular,6,0,0,0,5,4,4,3,5,6,1,2,3,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,0,Seguro(a),93,Seguro(a),Não,1,Preta,Católica,Sem Renda,Pior,2,956,1,0,0,0,1,1,0,1,0,0,0,5,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Educação,escolas municipais,contas do município,1,1,2,O esforço do meu candidato/meu candidato é trabalhador,A recomendação de outro político,Os partidos ou coligações dos candidatos,NA,3,4,3,Ser escola de tempo integral,Ter professores bem pagos,Ter professores bem formados,0,93,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,1,3,2,NS/NR,NA,3,3,1,0,0,1,PMDB,1,1,0,0,NA,0,1,131,0,0.9750699733125041
44,Agrestina,2600302,260030205000003,(2) Gestão Financeira,0,APROVADO COM RESSALVA,40,809,1001,Homem,60,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,1,A administração das contas do município,7,1,Ótimo,6,Bom,6,0,0,0,5,6,7,7,6,7,1,2,4,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),185,Seguro(a),Não,1,Preta,Católica,"De R$ 440,01 até R$ 880,00",Melhor,2,1011,0,1,0,0,1,1,0,0,1,0,0,6,0,0,1,NA,NA,NA,Gestão Financ.,contas do município,escolas municipais,1,1,2,"A recomendação de outra pessoa (por exemplo, um familiar ou líder comunitário)",O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,A recomendação do meu padre ou pastor,4,4,4,Ter bom desempenho em avaliações nacionais,Ter acesso a Internet,Ficar perto da sua casa,0,101,Não,Sim,Vizinho ou amigo,Familiar,NA,Sim,1,Sim,Desempenho escolar estava bom,NA,NA,1,4,1,O ensino é de qualidade/Professores qualificados,Tem uma boa administração,4,4,0,0,0,1,PMDB,1,1,1,1,1,0,1,123,0,0.9750699733125041
45,Agrestina,2600302,260030205000003,(3) Educação,0,APROVADO COM RESSALVA,40,809,1014,Mulher,21,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,0,A administração das escolas municipais,1,5,Péssimo,7,Péssimo,7,0,0,1,7,7,7,1,1,1,4,1,2,Se ele consegue trazer benefícios e serviços para a população,Um político local,0,Seguro(a),1,Seguro(a),Não,11,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,2,1024,1,0,0,0,0,1,1,1,0,0,0,3,0,0,1,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,Branco/Nulo,1,NA,Nenhum,NA,NA,1,2,1,Ter professores bem formados,Ter bom desempenho em avaliações nacionais,Ser escola de tempo integral,0,41,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,NA,1,1,0,0,1,0,NA,0,0,0,0,NA,0,1,183,0,0.9750699733125041
46,Agrestina,2600302,260030205000003,(1) Controle,0,APROVADO COM RESSALVA,40,809,1034,Mulher,35,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,0,Igualmente importantes,4,5,Regular,2,Regular,5,0,0,1,4,5,6,5,5,6,1,3,2,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,0,Seguro(a),1,Seguro(a),Não,1,Preta,Católica,"De R$ 440,01 até R$ 880,00",Pior,2,1047,0,0,0,1,0,1,1,0,0,0,0,5,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,escolas municipais,contas do município,1,2,2,O esforço do meu candidato/meu candidato é trabalhador,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre candidatos da oposição,Presentes ou favores oferecidos por um candidato,NA,4,3,Ter bom desempenho em avaliações nacionais,Ter acesso a Internet,Ser escola de tempo integral,0,101,Não,Não,NA,NA,NA,Não,0,Não,NA,NA,NA,1,1,2,NA,NA,NA,4,1,1,0,1,PSB,0,0,0,0,0,0,1,123,0,0.9750699733125041
47,Agrestina,2600302,260030205000003,(3) Educação,0,APROVADO COM RESSALVA,40,809,1051,Homem,18,Pouco interessado(a),0,1,0,Não,Dilma Rousseff,1,Desemprego/combate ao desemprego,0,A administração das escolas municipais,7,2,Regular,7,Regular,6,0,0,0,5,4,7,1,7,7,3,1,2,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,0,Seguro(a),13,Seguro(a),Não,4,Preta,Católica,"De R$ 440,01 até R$ 880,00",Igual,2,1100,1,0,0,0,0,1,0,1,0,0,0,3,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,1,2,O esforço do meu candidato/meu candidato é trabalhador,O que aprendi durante a campanha sobre candidatos da oposição,Conhecer pessoalmente algum candidato,Presentes ou favores oferecidos por um candidato,4,5,4,Ser escola de tempo integral,Ter bom desempenho em avaliações nacionais,Ficar perto da sua casa,0,101,Não,Não,NA,NA,NA,Não,0,Não,NA,NA,NA,1,4,1,Investimento na educação,Tem uma boa administração,4,4,0,1,1,1,PMDB,1,1,1,0,0,0,1,123,0,0.9750699733125041
48,Agrestina,2600302,260030205000003,(2) Gestão Financeira,0,APROVADO COM RESSALVA,40,809,1106,Homem,28,Nada interessado(a),1,1,1,Sim,Marina Silva,0,Segurança/violência/criminalidade,0,A administração das escolas municipais,6,3,Bom,7,Regular,7,1,0,1,2,4,5,4,5,6,3,1,4,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),60,Inseguro(a),Não,11,Parda,Católica,"De R$ 440,01 até R$ 880,00",Melhor,2,1117,0,1,0,0,1,1,0,1,0,1,0,5,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,1,2,O esforço do meu candidato/meu candidato é trabalhador,Os partidos ou coligações dos candidatos,A recomendação do meu padre ou pastor,NA,4,5,4,Ter bom desempenho em avaliações nacionais,Ter professores bem formados,Ter acesso a Internet,0,93,Não,Não,NA,NA,NA,Não,0,Sim,NA,NA,NA,1,4,1,Investimento na educação,NA,4,4,1,1,1,1,PMDB,1,1,1,0,NA,0,1,131,0,0.9750699733125041
49,Agrestina,2600302,260030205000011,(2) Gestão Financeira,0,APROVADO COM RESSALVA,40,909,627,Homem,70,Interessado(a),1,1,0,Sim,Aécio Neves,0,Saúde/hospitais/postos de saúde,0,A administração das contas do município,4,3,Regular,4,Regular,4,1,0,1,3,4,5,4,6,5,1,1,2,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),3,Seguro(a),Não,4,Parda,Católica,"De R$ 1.320,01 até R$ 1.760,00",Pior,2,638,0,1,0,0,0,1,0,0,1,0,0,3,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,escolas municipais,contas do município,1,Branco/Nulo,1,O caráter e a integridade do meu candidato,O que aprendi durante a campanha sobre candidatos da oposição,Presentes ou favores oferecidos por um candidato,Os partidos ou coligações dos candidatos,NA,4,1,Ser escola de tempo integral,Ficar perto da sua casa,Ter acesso a Internet,0,13,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,1,1,4,NA,NA,NA,NA,1,0,0,0,NA,0,0,0,0,0,0,1,157,0,0.9750699733125041
